CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus,AgeGroup,PurchaseGrade,RecenctPurchaseDays,SignedDays,AmountPerVisit
CUST100532,F,38.0,Busan,Gold,8,131400.0,351700.0,4.3,2026-06-10,Y,Food,2022-09-24,customer532@example.com,0,30,2,-9,1346,43962
CUST101029,F,37.0,Gyeonggi,Silver,7,117500.0,190200.0,4.2,2026-04-03,N,Fashion,2021-05-23,customer1029@example.com,0,30,2,59,1835,27171
CUST100162,M,19.0,Gyeonggi,Silver,9,116500.0,376600.0,3.0,2026-02-07,N,Beauty,2022-01-12,customer162@example.com,0,10,2,114,1601,41844
CUST100474,M,31.0,Seoul,Basic,9,82400.0,147200.0,4.0,2026-04-22,Y,Food,2025-03-11,customer474@example.com,0,30,1,40,447,16355
CUST100739,F,25.0,Gwangju,Basic,12,152100.0,795600.0,3.8,2026-04-21,N,Beauty,2021-11-01,customer739@example.com,1,20,3,41,1673,66300
CUST100735,M,26.0,Daegu,Silver,11,137100.0,776800.0,2.0,2026-06-08,N,Beauty,2024-07-10,customer735@example.com,1,20,3,-7,691,70618
CUST100123,M,51.0,Gyeonggi,Basic,9,227300.0,660900.0,3.7,2026-04-27,N,Electronics,2021-07-01,customer123@example.com,1,50,3,35,1796,73433
CUST100550,F,44.0,Daegu,Basic,9,111300.0,436500.0,3.1,2026-04-03,Y,Fashion,2021-01-15,customer550@example.com,0,40,2,59,1963,48500
CUST100467,M,29.0,Gyeonggi,Silver,10,132100.0,701300.0,3.5,2025-12-28,N,Fashion,2020-07-10,customer467@example.com,0,20,3,155,2152,70130
CUST100142,F,47.0,Gwangju,Silver,6,54800.0,114800.0,2.6,2026-05-17,Y,Fashion,2025-03-27,customer142@example.com,0,40,1,15,431,19133
CUST100169,F,52.0,Seoul,Basic,8,26300.0,45400.0,3.5,2026-05-12,N,Beauty,2020-07-02,customer169@example.com,0,50,1,20,2160,5675
CUST101168,M,24.0,Daejeon,Basic,17,132000.0,739900.0,3.3,2026-04-21,Y,Food,2024-02-09,customer1168@example.com,1,20,3,41,843,43523
CUST101387,M,53.0,Daejeon,Basic,12,106300.0,573800.0,3.8,2026-04-21,Y,Fashion,2023-04-25,customer1387@example.com,1,50,3,41,1133,47816
CUST101185,M,39.0,Gyeonggi,Basic,17,41100.0,133900.0,4.5,2026-03-30,Y,Home,2020-07-09,customer1185@example.com,0,30,1,63,2153,7876
CUST101431,M,37.0,Seoul,Silver,9,56400.0,155700.0,2.5,2026-02-18,Y,Beauty,2020-10-15,customer1431@example.com,1,30,1,103,2055,17300
CUST101226,M,31.0,Gyeonggi,Basic,6,5000.0,5300.0,4.4,2026-06-08,Y,Sports,2020-08-28,customer1226@example.com,1,30,1,-7,2103,883
CUST100504,F,50.0,Gyeonggi,Silver,10,102800.0,354900.0,2.8,2026-05-03,Y,Food,2022-01-06,customer504@example.com,1,50,2,29,1607,35490
CUST101081,M,51.0,Gyeonggi,Basic,4,89500.0,94600.0,3.3,2026-05-20,N,Electronics,2022-12-08,customer1081@example.com,0,50,1,12,1271,23650
CUST100559,F,54.0,Gwangju,Basic,6,43400.0,93700.0,4.4,2026-04-12,Y,Beauty,2022-11-20,customer559@example.com,0,50,1,50,1289,15616
CUST100175,F,36.0,Gyeonggi,Vip,13,246700.0,1060200.0,4.1,2026-04-03,Y,Electronics,2024-01-19,customer175@example.com,1,30,3,59,864,81553
CUST100208,F,46.0,Seoul,Basic,9,140000.0,408600.0,3.0,2026-03-06,N,Fashion,2024-02-06,customer208@example.com,0,40,2,87,846,45400
CUST100514,F,31.0,Incheon,Gold,13,246700.0,683700.0,2.7,2026-05-01,Y,Electronics,2021-08-14,customer514@example.com,1,30,3,31,1752,52592
CUST100874,F,53.0,Gyeonggi,Basic,8,57500.0,195200.0,3.4,2026-05-08,N,Beauty,2025-03-09,customer874@example.com,0,50,2,24,449,24400
CUST100418,F,61.0,Gyeonggi,Gold,7,205500.0,753000.0,2.7,2026-03-26,N,Electronics,2023-03-07,customer418@example.com,0,60,3,67,1182,107571
CUST100950,F,45.0,Seoul,Silver,6,92700.0,90300.0,4.7,2026-05-10,Y,Fashion,2024-05-03,customer950@example.com,0,40,1,22,759,15050
CUST100161,F,48.0,Daejeon,Basic,9,71900.0,244800.0,5.0,2026-04-12,N,Beauty,2022-02-08,customer161@example.com,0,40,2,50,1574,27200
CUST101131,F,37.0,Incheon,Vip,7,246700.0,303400.0,3.4,2026-06-04,Y,Sports,2025-02-27,customer1131@example.com,0,30,2,-3,459,43342
CUST101166,F,23.0,Seoul,Silver,7,130800.0,449300.0,4.1,2026-04-08,Y,Sports,2021-04-23,customer1166@example.com,1,20,2,54,1865,64185
CUST101278,F,38.0,Gwangju,Basic,12,133000.0,346000.0,3.5,2026-05-07,N,Home,2025-03-06,customer1278@example.com,0,30,2,25,452,28833
CUST100465,M,43.0,Seoul,Basic,4,86000.0,183700.0,3.4,2026-06-27,N,Electronics,2022-05-06,customer465@example.com,0,40,1,-26,1487,45925
CUST100563,F,39.0,Seoul,Basic,11,34900.0,95900.0,3.7,2026-01-31,Y,Sports,2022-05-03,customer563@example.com,0,30,1,121,1490,8718
CUST100635,M,34.0,Gyeonggi,Basic,8,100000.0,315800.0,2.6,2026-04-25,N,Sports,2025-06-09,customer635@example.com,1,30,2,37,357,39475
CUST101415,M,45.0,Seoul,Silver,7,43200.0,127900.0,3.3,2026-05-05,N,Fashion,2022-05-08,customer1415@example.com,0,40,1,27,1485,18271
CUST101392,F,39.0,Busan,Basic,12,195700.0,626500.0,3.6,2026-06-16,N,Electronics,2024-10-03,customer1392@example.com,1,30,3,-15,606,52208
CUST100829,M,45.0,Gyeonggi,Basic,10,107100.0,379600.0,4.9,2026-02-08,N,Electronics,2021-03-13,customer829@example.com,0,40,2,113,1906,37960
CUST101097,F,46.0,Seoul,Silver,8,139700.0,585200.0,3.7,2026-03-04,N,Home,2021-07-03,customer1097@example.com,0,40,3,89,1794,73150
CUST100628,F,31.0,Gwangju,Gold,9,87200.0,84200.0,3.3,2026-05-25,N,Food,2024-02-09,customer628@example.com,0,30,1,7,843,9355
CUST100229,M,59.0,Busan,Gold,10,177400.0,307100.0,2.5,2026-04-29,Y,Home,2023-10-12,customer229@example.com,1,50,2,33,963,30710
CUST100903,M,18.0,Gyeonggi,Basic,8,51900.0,97900.0,5.0,2026-02-26,Y,Home,2021-09-13,customer903@example.com,0,10,1,95,1722,12237
CUST100943,F,43.0,Daejeon,Silver,5,36800.0,68300.0,4.1,2026-06-10,N,Beauty,2021-10-13,customer943@example.com,0,40,1,-9,1692,13660
CUST100248,F,47.0,Gwangju,Silver,10,117500.0,288100.0,2.8,2026-05-29,N,Fashion,2024-12-12,customer248@example.com,0,40,2,3,536,28810
CUST100039,M,40.0,Seoul,Gold,9,156500.0,350100.0,4.9,2025-10-09,Y,Home,2021-12-28,customer39@example.com,1,40,2,235,1616,38900
CUST101019,F,18.0,Gyeonggi,Gold,11,177400.0,601300.0,2.8,2026-06-16,N,Beauty,2025-12-23,customer1019@example.com,0,10,3,-15,160,54663
CUST100341,M,34.0,Gyeonggi,Silver,8,65600.0,112500.0,4.6,2026-05-23,N,Fashion,2025-12-25,customer341@example.com,0,30,1,9,158,14062
CUST100926,M,42.0,Daejeon,Silver,8,169100.0,1060200.0,4.9,2026-04-03,N,Sports,2024-02-28,customer926@example.com,0,40,3,59,824,132525
CUST100529,M,47.0,Gyeonggi,Basic,11,78100.0,393500.0,2.2,2026-05-29,N,Fashion,2025-08-03,customer529@example.com,0,40,2,3,302,35772
CUST100653,M,37.0,Seoul,Basic,9,142300.0,501000.0,5.0,2026-06-02,Y,Food,2025-10-19,customer653@example.com,1,30,2,-1,225,55666
CUST100738,M,26.0,Busan,Silver,7,106100.0,278500.0,3.7,2026-06-06,Y,Beauty,2021-01-23,customer738@example.com,1,20,2,-5,1955,39785
CUST100836,F,38.0,Busan,Gold,10,84000.0,479700.0,3.2,2026-01-24,N,Fashion,2024-06-16,customer836@example.com,0,30,2,128,715,47970
CUST101020,F,38.0,Gyeonggi,Gold,8,126100.0,414800.0,3.5,2026-06-17,Y,Food,2022-02-21,customer1020@example.com,1,30,2,-16,1561,51850
CUST100331,F,20.0,Daejeon,Basic,10,82200.0,167500.0,4.6,2026-06-12,N,Fashion,2024-09-22,customer331@example.com,1,20,1,-11,617,16750
CUST100719,F,32.0,Daegu,Basic,17,105000.0,716600.0,4.4,2026-05-24,N,Sports,2023-02-09,customer719@example.com,1,30,3,8,1208,42152
CUST100318,M,26.0,Gyeonggi,Gold,5,75400.0,143500.0,4.3,2026-03-01,N,Home,2021-06-06,customer318@example.com,0,20,1,92,1821,28700
CUST100994,F,48.0,Seoul,Vip,4,191200.0,204800.0,3.7,2026-05-02,Y,Home,2020-09-17,customer994@example.com,0,40,2,30,2083,51200
CUST100758,M,39.0,Gwangju,Basic,8,133400.0,267000.0,3.2,2026-05-17,N,Electronics,2025-11-07,customer758@example.com,1,30,2,15,206,33375
CUST100490,M,55.0,Gwangju,Silver,5,101900.0,90100.0,4.7,2026-03-21,N,Sports,2023-12-02,customer490@example.com,0,50,1,72,912,18020
CUST100833,F,48.0,Busan,Basic,10,161500.0,698800.0,3.3,2025-12-22,N,Home,2021-04-16,customer833@example.com,0,40,3,161,1872,69880
CUST100795,F,29.0,Gyeonggi,Basic,11,119500.0,414500.0,3.5,2026-05-13,N,Beauty,2021-10-06,customer795@example.com,0,20,2,19,1699,37681
CUST100281,M,45.0,Busan,Basic,6,85500.0,183800.0,3.8,2026-05-13,Y,Home,2025-11-01,customer281@example.com,0,40,1,19,212,30633
CUST100851,F,45.0,Seoul,Basic,7,103700.0,227000.0,3.6,2026-03-24,N,Food,2022-08-16,customer851@example.com,1,40,2,69,1385,32428
CUST100054,F,44.0,Seoul,Vip,11,113400.0,474600.0,4.6,2026-06-04,N,Food,2025-12-28,customer54@example.com,1,40,2,-3,155,43145
CUST100896,F,48.0,Seoul,Basic,6,98100.0,221600.0,3.4,2026-05-11,N,Beauty,2022-01-12,customer896@example.com,0,40,2,21,1601,36933
CUST101151,M,35.0,Busan,Basic,6,77400.0,153500.0,3.7,2026-04-01,N,Home,2025-06-17,customer1151@example.com,0,30,1,61,349,25583
CUST100076,F,39.0,Daegu,Basic,5,5000.0,5000.0,3.2,2026-06-07,N,Food,2023-02-07,customer76@example.com,0,30,1,-6,1210,1000
CUST101404,F,25.0,Gyeonggi,Gold,6,135600.0,353400.0,4.8,2025-09-30,N,Fashion,2020-10-27,customer1404@example.com,0,20,2,244,2043,58900
CUST100887,M,18.0,Incheon,Basic,6,81200.0,224100.0,4.2,2026-02-12,Y,Fashion,2023-10-30,customer887@example.com,1,10,2,109,945,37350
CUST101025,F,30.0,Daejeon,Basic,9,117200.0,341400.0,3.8,2025-12-25,N,Food,2022-02-11,customer1025@example.com,0,30,2,158,1571,37933
CUST101396,M,44.0,Seoul,Silver,9,95100.0,272300.0,4.2,2026-06-19,Y,Food,2023-12-19,customer1396@example.com,1,40,2,-18,895,30255
CUST100602,M,53.0,Seoul,Basic,12,138000.0,627200.0,3.3,2026-04-06,N,Electronics,2022-10-26,customer602@example.com,1,50,3,56,1314,52266
CUST101138,F,57.0,Seoul,Basic,8,82000.0,144100.0,4.9,2026-05-26,N,Home,2024-01-18,customer1138@example.com,1,50,1,6,865,18012
CUST101231,F,43.0,Seoul,Basic,7,25300.0,57500.0,3.1,2026-04-13,N,Sports,2025-06-18,customer1231@example.com,0,40,1,49,348,8214
CUST101283,M,57.0,Gyeonggi,Gold,9,168200.0,954800.0,3.7,2026-02-27,N,Food,2020-08-15,customer1283@example.com,1,50,3,94,2116,106088
CUST100222,M,33.0,Daejeon,Basic,9,165500.0,499400.0,4.4,2026-04-03,Y,Electronics,2024-07-08,customer222@example.com,1,30,2,59,693,55488
CUST101142,F,44.0,Seoul,Basic,10,143900.0,413400.0,4.3,2026-05-14,N,Sports,2022-05-09,customer1142@example.com,1,40,2,18,1484,41340
CUST100607,F,63.0,Gyeonggi,Gold,12,204000.0,1060200.0,3.0,2026-06-01,N,Beauty,2025-10-02,customer607@example.com,1,60,3,0,242,88350
CUST101458,M,60.0,Gyeonggi,Gold,15,152100.0,283200.0,3.5,2026-01-22,Y,Fashion,2023-06-22,customer1458@example.com,0,60,2,130,1075,18880
CUST100591,M,38.0,Seoul,Vip,7,195200.0,379100.0,3.3,2026-06-04,Y,Fashion,2024-07-24,customer591@example.com,1,30,2,-3,677,54157
CUST100381,M,45.0,Gyeonggi,Silver,7,75100.0,236800.0,4.3,2026-02-17,Y,Home,2025-04-26,customer381@example.com,1,40,2,104,401,33828
CUST101313,F,24.0,Seoul,Silver,8,155300.0,556000.0,3.1,2026-05-27,Y,Electronics,2020-08-20,customer1313@example.com,1,20,3,5,2111,69500
CUST100200,M,26.0,Gyeonggi,Gold,10,91400.0,326000.0,4.2,2026-04-26,N,Sports,2021-05-30,customer200@example.com,0,20,2,36,1828,32600
CUST100811,F,21.0,Gyeonggi,Silver,8,74800.0,167200.0,3.1,2026-06-25,Y,Beauty,2023-10-02,customer811@example.com,0,20,1,-24,973,20900
CUST100571,F,54.0,Incheon,Basic,13,89300.0,609900.0,4.0,2026-05-01,N,Food,2024-02-01,customer571@example.com,1,50,3,31,851,46915
CUST100587,M,29.0,Gyeonggi,Basic,11,45500.0,226500.0,4.3,2026-03-05,N,Fashion,2024-07-09,customer587@example.com,0,20,2,88,692,20590
CUST100753,F,57.0,Incheon,Basic,17,64900.0,391500.0,4.0,2026-05-11,N,Fashion,2021-02-12,customer753@example.com,1,50,2,21,1935,23029
CUST101408,M,18.0,Gwangju,Basic,5,100700.0,195400.0,4.2,2026-03-26,Y,Beauty,2021-01-09,customer1408@example.com,0,10,2,67,1969,39080
CUST100895,M,40.0,Daejeon,Basic,9,124200.0,518200.0,3.4,2026-03-16,N,Food,2023-07-07,customer895@example.com,1,40,2,77,1060,57577
CUST100665,M,34.0,Daejeon,Basic,6,127200.0,425400.0,4.2,2026-03-25,N,Beauty,2024-09-02,customer665@example.com,0,30,2,68,637,70900
CUST100905,M,44.0,Gyeonggi,Gold,11,184600.0,835600.0,3.0,2026-03-30,Y,Fashion,2022-03-14,customer905@example.com,1,40,3,63,1540,75963
CUST100837,M,49.0,Seoul,Basic,11,193400.0,603600.0,2.6,2026-03-14,N,Electronics,2024-10-23,customer837@example.com,0,40,3,79,586,54872
CUST101403,M,44.0,Gyeonggi,Basic,17,214700.0,1060200.0,1.8,2026-01-12,N,Electronics,2022-10-31,customer1403@example.com,1,40,3,140,1309,62364
CUST101365,M,43.0,Seoul,Silver,8,202800.0,722900.0,3.3,2026-04-21,Y,Electronics,2020-09-12,customer1365@example.com,0,40,3,41,2088,90362
CUST101172,F,49.0,Seoul,Silver,6,165800.0,567700.0,3.7,2026-05-21,Y,Electronics,2021-04-20,customer1172@example.com,0,40,3,11,1868,94616
CUST100659,F,47.0,Seoul,Silver,2,33800.0,31600.0,4.5,2026-05-20,Y,Beauty,2022-09-08,customer659@example.com,0,40,1,12,1362,15800
CUST100384,M,52.0,Seoul,Silver,9,139300.0,423000.0,4.9,2026-05-29,N,Beauty,2020-11-20,customer384@example.com,1,50,2,3,2019,47000
CUST100326,M,33.0,Gyeonggi,Gold,13,133100.0,918600.0,3.7,2026-04-27,Y,Sports,2024-06-04,customer326@example.com,1,30,3,35,727,70661
CUST100552,F,48.0,Gwangju,Basic,8,145100.0,287800.0,2.2,2026-06-14,N,Electronics,2020-07-08,customer552@example.com,1,40,2,-13,2154,35975
CUST100213,M,30.0,Incheon,Silver,6,144000.0,466700.0,3.3,2026-02-15,Y,Electronics,2021-03-26,customer213@example.com,0,30,2,106,1893,77783
CUST101214,M,39.0,Seoul,Basic,9,157100.0,150800.0,3.8,2025-11-28,N,Beauty,2024-07-15,customer1214@example.com,0,30,1,185,686,16755
CUST100219,M,41.0,Gwangju,Basic,7,76000.0,145900.0,3.9,2026-04-24,N,Home,2021-07-26,customer219@example.com,0,40,1,38,1771,20842
CUST101193,F,41.0,Daegu,Basic,3,70400.0,70300.0,2.6,2026-02-16,N,Sports,2021-11-14,customer1193@example.com,0,40,1,105,1660,23433
CUST100361,F,37.0,Seoul,Basic,6,37600.0,40900.0,4.2,2026-05-23,Y,Sports,2021-04-07,customer361@example.com,1,30,1,9,1881,6816
CUST100172,F,20.0,Gyeonggi,Basic,8,77800.0,157800.0,3.8,2026-03-11,N,Food,2021-09-25,customer172@example.com,0,20,1,82,1710,19725
CUST100368,M,23.0,Gyeonggi,Basic,13,84000.0,543200.0,2.8,2026-06-23,Y,Sports,2023-12-12,customer368@example.com,1,20,3,-22,902,41784
CUST100337,F,30.0,Seoul,Silver,7,112100.0,371500.0,3.8,2026-05-13,N,Home,2022-09-17,customer337@example.com,0,30,2,19,1353,53071
CUST100721,F,57.0,Daejeon,Silver,13,105400.0,339800.0,3.7,2026-06-14,Y,Beauty,2025-04-24,customer721@example.com,0,50,2,-13,403,26138
CUST100471,F,45.0,Gwangju,Basic,9,117400.0,482300.0,3.7,2026-06-13,N,Electronics,2022-01-23,customer471@example.com,0,40,2,-12,1590,53588
CUST101167,M,39.0,Daegu,Gold,6,184300.0,419600.0,4.7,2026-06-26,N,Electronics,2021-09-27,customer1167@example.com,1,30,2,-25,1708,69933
CUST101217,F,44.0,Seoul,Basic,9,147100.0,532100.0,4.2,2026-05-29,Y,Electronics,2021-05-19,customer1217@example.com,0,40,2,3,1839,59122
CUST101484,F,36.0,Busan,Basic,8,105100.0,272500.0,3.3,2026-05-30,Y,Sports,2021-03-10,customer1484@example.com,1,30,2,2,1909,34062
CUST100886,M,41.0,Busan,Gold,13,163400.0,740800.0,3.9,2026-04-29,Y,Home,2024-01-23,customer886@example.com,0,40,3,33,860,56984
CUST100792,F,62.0,Seoul,Silver,14,79900.0,167100.0,4.4,2026-04-09,Y,Fashion,2021-06-03,customer792@example.com,0,60,1,53,1824,11935
CUST100749,F,45.0,Busan,Gold,12,188800.0,931400.0,3.4,2026-03-05,N,Home,2022-05-25,customer749@example.com,0,40,3,88,1468,77616
CUST100850,M,41.0,Gyeonggi,Silver,8,109400.0,246900.0,3.7,2026-04-25,N,Fashion,2025-05-19,customer850@example.com,0,40,2,37,378,30862
CUST100413,F,49.0,Gwangju,Basic,10,107000.0,237800.0,3.9,2025-11-19,Y,Beauty,2025-11-16,customer413@example.com,0,40,2,194,197,23780
CUST100057,F,40.0,Daegu,Silver,8,23900.0,61900.0,5.0,2026-02-24,Y,Fashion,2022-06-20,customer57@example.com,1,40,1,97,1442,7737
CUST100989,M,32.0,Daegu,Basic,11,101500.0,535500.0,2.4,2026-04-05,N,Beauty,2021-11-16,customer989@example.com,0,30,3,57,1658,48681
CUST100970,M,37.0,Seoul,Basic,8,89400.0,374300.0,2.7,2026-04-15,N,Food,2025-01-31,customer970@example.com,0,30,2,47,486,46787
CUST100380,F,47.0,Gyeonggi,Basic,7,84700.0,283300.0,3.4,2026-05-02,N,Beauty,2023-12-27,customer380@example.com,0,40,2,30,887,40471
CUST100860,F,48.0,Seoul,Gold,6,142700.0,248100.0,2.9,2026-03-01,Y,Food,2024-03-12,customer860@example.com,0,40,2,92,811,41350
CUST100300,F,18.0,Incheon,Basic,10,16900.0,84500.0,3.1,2026-04-24,N,Sports,2024-09-10,customer300@example.com,0,10,1,38,629,8450
CUST100315,F,64.0,Seoul,Silver,8,58200.0,120200.0,3.7,2026-06-15,N,Home,2023-12-30,customer315@example.com,0,60,1,-14,884,15025
CUST100188,F,36.0,Daegu,Basic,12,103100.0,570700.0,4.0,2025-12-20,Y,Fashion,2023-07-26,customer188@example.com,0,30,3,163,1041,47558
CUST101490,M,29.0,Seoul,Silver,6,113000.0,99000.0,3.7,2026-05-03,Y,Beauty,2021-08-28,customer1490@example.com,1,20,1,29,1738,16500
CUST100907,M,53.0,Gwangju,Basic,8,133100.0,265700.0,3.7,2026-05-11,N,Home,2023-05-28,customer907@example.com,1,50,2,21,1100,33212
CUST101423,M,27.0,Gyeonggi,Silver,8,143900.0,426100.0,4.2,2026-04-08,N,Electronics,2025-09-13,customer1423@example.com,1,20,2,54,261,53262
CUST101066,F,63.0,Seoul,Silver,14,60000.0,290900.0,2.9,2026-01-05,N,Fashion,2025-04-27,customer1066@example.com,0,60,2,147,400,20778
CUST100998,F,38.0,Seoul,Silver,8,90700.0,283400.0,3.4,2026-04-04,N,Food,2021-07-22,customer998@example.com,0,30,2,58,1775,35425
CUST100145,F,25.0,Busan,Gold,12,161100.0,433500.0,3.2,2025-12-17,N,Beauty,2025-12-10,customer145@example.com,0,20,2,166,173,36125
CUST100456,F,28.0,Seoul,Basic,9,151100.0,517100.0,2.3,2026-04-24,N,Electronics,2025-04-08,customer456@example.com,1,20,2,38,419,57455
CUST101203,M,46.0,Incheon,Basic,9,115300.0,511300.0,4.6,2026-04-18,N,Beauty,2021-11-12,customer1203@example.com,1,40,2,44,1662,56811
CUST100133,M,40.0,Gwangju,Gold,6,121700.0,121800.0,3.1,2026-06-24,N,Beauty,2024-11-08,customer133@example.com,0,40,1,-23,570,20300
CUST100372,F,33.0,Gwangju,Basic,7,5000.0,8900.0,5.0,2026-06-14,N,Fashion,2024-04-20,customer372@example.com,0,30,1,-13,772,1271
CUST101215,F,34.0,Daegu,Basic,17,164900.0,543100.0,5.0,2026-03-13,N,Electronics,2021-01-27,customer1215@example.com,0,30,3,80,1951,31947
CUST100003,M,60.0,Seoul,Gold,16,236900.0,1060200.0,3.8,2026-04-16,N,Electronics,2020-09-28,customer3@example.com,1,60,3,46,2072,66262
CUST100670,M,31.0,Busan,Basic,9,152400.0,349500.0,3.9,2026-01-11,N,Sports,2023-06-08,customer670@example.com,1,30,2,141,1089,38833
CUST100051,M,23.0,Seoul,Vip,13,246700.0,1060200.0,5.0,2026-06-06,N,Food,2025-07-01,customer51@example.com,1,20,3,-5,335,81553
CUST100637,F,31.0,Gyeonggi,Gold,14,71900.0,284500.0,4.8,2026-04-17,Y,Fashion,2020-08-22,customer637@example.com,0,30,2,45,2109,20321
CUST101267,M,32.0,Seoul,Silver,7,139400.0,464700.0,3.4,2026-05-27,N,Electronics,2024-08-26,customer1267@example.com,1,30,2,5,644,66385
CUST100446,M,39.0,Gyeonggi,Basic,9,70400.0,142400.0,3.8,2026-05-26,Y,Sports,2021-11-18,customer446@example.com,0,30,1,6,1656,15822
CUST101008,F,19.0,Busan,Silver,6,45000.0,95900.0,3.9,2025-12-30,Y,Home,2021-05-10,customer1008@example.com,0,10,1,153,1848,15983
CUST100728,F,49.0,Gwangju,Basic,9,60500.0,276100.0,4.9,2026-05-20,N,Food,2024-12-29,customer728@example.com,1,40,2,12,519,30677
CUST101351,M,48.0,Busan,Basic,7,73300.0,196400.0,3.5,2026-05-01,Y,Electronics,2025-06-26,customer1351@example.com,1,40,2,31,340,28057
CUST101343,F,55.0,Incheon,Basic,10,117500.0,226400.0,3.6,2025-12-12,N,Food,2021-01-30,customer1343@example.com,1,50,2,171,1948,22640
CUST100048,F,58.0,Daejeon,Gold,17,135900.0,402300.0,3.3,2026-02-25,N,Food,2024-09-09,customer48@example.com,1,50,2,96,630,23664
CUST100183,M,30.0,Gyeonggi,Gold,12,231500.0,595200.0,4.6,2026-05-28,Y,Electronics,2024-05-07,customer183@example.com,1,30,3,4,755,49600
CUST100365,F,45.0,Gyeonggi,Gold,7,116100.0,318200.0,4.5,2026-06-14,Y,Sports,2024-07-02,customer365@example.com,1,40,2,-13,699,45457
CUST100981,M,43.0,Seoul,Basic,7,55900.0,228800.0,4.1,2026-06-21,Y,Food,2024-07-27,customer981@example.com,1,40,2,-20,674,32685
CUST100060,F,42.0,Seoul,Silver,6,89900.0,254800.0,4.9,2026-05-29,N,Home,2025-11-08,customer60@example.com,1,40,2,3,205,42466
CUST100069,F,69.5,Gwangju,Silver,11,127200.0,444300.0,4.1,2026-03-24,N,Beauty,2025-06-17,customer69@example.com,0,60,2,69,349,40390
CUST100322,F,36.0,Gwangju,Silver,12,71200.0,266600.0,2.7,2026-03-25,N,Sports,2020-06-26,customer322@example.com,0,30,2,68,2166,22216
CUST101117,M,33.0,Gwangju,Basic,11,60400.0,271700.0,2.1,2026-04-02,N,Fashion,2020-11-04,customer1117@example.com,1,30,2,60,2035,24700
CUST100937,F,36.0,Gwangju,Silver,8,144500.0,378300.0,3.2,2026-02-19,N,Home,2024-03-18,customer937@example.com,0,30,2,102,805,47287
CUST100065,F,49.0,Seoul,Gold,4,101800.0,111100.0,4.9,2026-05-25,Y,Home,2025-08-04,customer65@example.com,0,40,1,7,301,27775
CUST101080,F,31.0,Gwangju,Silver,8,124200.0,252400.0,4.0,2026-05-31,Y,Fashion,2020-10-30,customer1080@example.com,1,30,2,1,2040,31550
CUST101498,F,44.0,Gyeonggi,Basic,15,142700.0,739700.0,3.7,2026-04-27,Y,Fashion,2022-03-03,customer1498@example.com,1,40,3,35,1551,49313
CUST100092,F,27.0,Gyeonggi,Gold,11,154300.0,941000.0,4.8,2026-04-25,N,Sports,2022-10-28,customer92@example.com,1,20,3,37,1312,85545
CUST100562,F,19.0,Gyeonggi,Basic,9,49100.0,239600.0,3.0,2026-05-06,N,Home,2023-02-15,customer562@example.com,0,10,2,26,1202,26622
CUST100196,M,47.0,Gyeonggi,Basic,6,62400.0,127200.0,3.6,2026-06-22,Y,Food,2021-11-10,customer196@example.com,0,40,1,-21,1664,21200
CUST101112,M,41.0,Seoul,Basic,7,85100.0,275200.0,3.6,2026-05-23,N,Fashion,2021-03-12,customer1112@example.com,1,40,2,9,1907,39314
CUST101330,F,49.0,Gwangju,Basic,11,117500.0,283000.0,3.8,2026-03-27,Y,Beauty,2022-08-01,customer1330@example.com,0,40,2,66,1400,25727
CUST100585,M,47.0,Seoul,Basic,6,65100.0,220900.0,2.2,2026-05-05,N,Fashion,2024-12-24,customer585@example.com,0,40,2,27,524,36816
CUST100171,F,33.0,Seoul,Silver,8,122800.0,111900.0,2.9,2026-05-21,N,Sports,2023-10-18,customer171@example.com,0,30,1,11,957,13987
CUST100776,M,48.0,Gyeonggi,Basic,7,110100.0,474000.0,5.0,2026-05-13,N,Electronics,2022-07-07,customer776@example.com,0,40,2,19,1425,67714
CUST100838,F,41.0,Daegu,Basic,14,112200.0,569700.0,4.2,2026-06-05,Y,Food,2023-11-06,customer838@example.com,1,40,3,-4,938,40692
CUST100642,F,31.0,Incheon,Basic,12,80800.0,164100.0,4.3,2026-05-30,N,Sports,2024-08-23,customer642@example.com,0,30,1,2,647,13675
CUST100198,M,58.0,Daejeon,Vip,10,246700.0,545200.0,3.0,2026-05-29,Y,Electronics,2021-05-28,customer198@example.com,1,50,3,3,1830,54520
CUST100661,F,47.0,Gwangju,Silver,7,104500.0,111200.0,4.9,2026-03-20,N,Fashion,2024-09-08,customer661@example.com,0,40,1,73,631,15885
CUST100249,M,23.0,Daejeon,Basic,7,38600.0,103200.0,3.8,2026-03-19,Y,Home,2023-12-30,customer249@example.com,0,20,1,74,884,14742
CUST101182,M,58.0,Gyeonggi,Silver,12,86000.0,562400.0,4.7,2026-04-16,N,Fashion,2024-12-31,customer1182@example.com,1,50,3,46,517,46866
CUST100925,F,40.0,Gwangju,Basic,5,81700.0,245900.0,3.4,2026-06-24,Y,Food,2025-08-04,customer925@example.com,0,40,2,-23,301,49180
CUST101163,M,48.0,Gwangju,Silver,14,94700.0,373600.0,4.1,2026-04-23,N,Sports,2024-06-26,customer1163@example.com,1,40,2,39,705,26685
